global_id,street_name,house_number,house_number_suffix,postcode,city,province,price,living_area,plot_area,rooms,bedrooms,energy_label,status,description,offering_type,publication_date
90000158,Stratumseind,15,,5611ET,Eindhoven,Noord-Brabant,398056,80,,2,1,B,verkocht onder voorbehoud,Ruim appartement met balkon aan de Stratumseind.,koop,2024-01-15
90000159,Stratumseind,17,,5611ET,Eindhoven,Noord-Brabant,393623,92,129,3,2,F,beschikbaar,"Karakteristiek pand in het centrum, Stratumseind.",koop,2024-01-15
90000160,Stratumseind,19,,5611ET,Eindhoven,Noord-Brabant,441683,79,,2,1,C,verkocht onder voorbehoud,Sfeervolle woning aan de Stratumseind.,koop,2024-01-15
90000161,Kruisstraat,1,,5612AJ,Eindhoven,Noord-Brabant,377685,89,,2,1,C,beschikbaar,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000162,Kruisstraat,3,,5612AJ,Eindhoven,Noord-Brabant,359018,137,,4,3,B,onder bod,"Compacte woning dichtbij het centrum, Kruisstraat.",koop,2024-01-15
90000163,Kruisstraat,5,,5612AJ,Eindhoven,Noord-Brabant,432687,146,,4,3,D,onder bod,Modern herenhuis aan de Kruisstraat.,koop,2024-01-15
90000164,Kruisstraat,7,,5612AJ,Eindhoven,Noord-Brabant,479084,177,242,5,4,D,verkocht onder voorbehoud,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000165,Kruisstraat,9,,5612AJ,Eindhoven,Noord-Brabant,368163,59,,2,1,C,beschikbaar,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000166,Kruisstraat,11,,5612AJ,Eindhoven,Noord-Brabant,357812,65,192,2,1,F,beschikbaar,Lichte bovenwoning aan de Kruisstraat.,koop,2024-01-15
90000167,Kruisstraat,13,,5612AJ,Eindhoven,Noord-Brabant,413504,84,189,2,1,D,onder bod,"Compacte woning dichtbij het centrum, Kruisstraat.",koop,2024-01-15
90000168,Kruisstraat,15,,5612AJ,Eindhoven,Noord-Brabant,495689,56,,2,1,D,beschikbaar,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000169,Kruisstraat,17,,5612AJ,Eindhoven,Noord-Brabant,443893,168,236,5,4,D,beschikbaar,Sfeervolle woning aan de Kruisstraat.,koop,2024-01-15
90000170,Kruisstraat,19,,5612AJ,Eindhoven,Noord-Brabant,429521,81,213,2,1,B,beschikbaar,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000171,Vestdijk,1,,5611CA,Eindhoven,Noord-Brabant,425702,113,66,3,2,A,beschikbaar,"Compacte woning dichtbij het centrum, Vestdijk.",koop,2024-01-15
90000172,Vestdijk,3,,5611CA,Eindhoven,Noord-Brabant,447372,125,70,4,3,C,onder bod,Modern herenhuis aan de Vestdijk.,koop,2024-01-15
90000173,Vestdijk,5,,5611CA,Eindhoven,Noord-Brabant,337755,162,,5,4,A,beschikbaar,Sfeervolle woning aan de Vestdijk.,koop,2024-01-15
90000174,Vestdijk,7,,5611CA,Eindhoven,Noord-Brabant,360110,165,32,5,4,E,beschikbaar,"Karakteristiek pand in het centrum, Vestdijk.",koop,2024-01-15
90000175,Vestdijk,9,,5611CA,Eindhoven,Noord-Brabant,443057,94,103,3,2,A,onder bod,"Compacte woning dichtbij het centrum, Vestdijk.",koop,2024-01-15
90000176,Vestdijk,11,,5611CA,Eindhoven,Noord-Brabant,377181,131,,4,3,B,beschikbaar,"Compacte woning dichtbij het centrum, Vestdijk.",koop,2024-01-15
90000177,Vestdijk,13,,5611CA,Eindhoven,Noord-Brabant,361642,166,,5,4,A,onder bod,"Karakteristiek pand in het centrum, Vestdijk.",koop,2024-01-15
90000178,Vestdijk,15,,5611CA,Eindhoven,Noord-Brabant,510791,131,,4,3,C,beschikbaar,"Compacte woning dichtbij het centrum, Vestdijk.",koop,2024-01-15
90000179,Vestdijk,17,,5611CA,Eindhoven,Noord-Brabant,505366,73,,2,1,C,verkocht onder voorbehoud,Lichte bovenwoning aan de Vestdijk.,koop,2024-01-15
90000180,Vestdijk,19,,5611CA,Eindhoven,Noord-Brabant,476423,112,,3,2,D,onder bod,Ruim appartement met balkon aan de Vestdijk.,koop,2024-01-15
90000181,Woenselse Markt,1,,5621CS,Eindhoven,Noord-Brabant,508637,142,204,4,3,A,onder bod,Sfeervolle woning aan de Woenselse Markt.,koop,2024-01-15
90000182,Woenselse Markt,3,,5621CS,Eindhoven,Noord-Brabant,456548,125,135,4,3,D,beschikbaar,"Compacte woning dichtbij het centrum, Woenselse Markt.",koop,2024-01-15
90000183,Woenselse Markt,5,,5621CS,Eindhoven,Noord-Brabant,407248,128,,4,3,C,beschikbaar,Ruim appartement met balkon aan de Woenselse Markt.,koop,2024-01-15
90000184,Woenselse Markt,7,,5621CS,Eindhoven,Noord-Brabant,398139,112,,3,2,A,beschikbaar,"Compacte woning dichtbij het centrum, Woenselse Markt.",koop,2024-01-15
90000185,Woenselse Markt,9,,5621CS,Eindhoven,Noord-Brabant,416436,98,,3,2,C,beschikbaar,"Compacte woning dichtbij het centrum, Woenselse Markt.",koop,2024-01-15
90000186,Woenselse Markt,11,,5621CS,Eindhoven,Noord-Brabant,336027,133,,4,3,E,beschikbaar,"Karakteristiek pand in het centrum, Woenselse Markt.",koop,2024-01-15
90000187,Woenselse Markt,13,,5621CS,Eindhoven,Noord-Brabant,507497,96,,3,2,B,onder bod,"Karakteristiek pand in het centrum, Woenselse Markt.",koop,2024-01-15
90000188,Woenselse Markt,15,,5621CS,Eindhoven,Noord-Brabant,492233,106,201,3,2,F,beschikbaar,Ruim appartement met balkon aan de Woenselse Markt.,koop,2024-01-15
90000189,Woenselse Markt,17,,5621CS,Eindhoven,Noord-Brabant,326358,129,,4,3,A,beschikbaar,"Compacte woning dichtbij het centrum, Woenselse Markt.",koop,2024-01-15
90000190,Woenselse Markt,19,,5621CS,Eindhoven,Noord-Brabant,409192,166,81,5,4,D,beschikbaar,"Karakteristiek pand in het centrum, Woenselse Markt.",koop,2024-01-15
90000191,Fuutlaan,1,,5613AB,Eindhoven,Noord-Brabant,544205,151,,5,4,A,beschikbaar,Modern herenhuis aan de Fuutlaan.,koop,2024-01-15
90000192,Fuutlaan,3,,5613AB,Eindhoven,Noord-Brabant,399596,47,184,2,1,A,beschikbaar,Modern herenhuis aan de Fuutlaan.,koop,2024-01-15
90000193,Fuutlaan,5,,5613AB,Eindhoven,Noord-Brabant,373810,86,,2,1,C,verkocht onder voorbehoud,Sfeervolle woning aan de Fuutlaan.,koop,2024-01-15
90000194,Fuutlaan,7,,5613AB,Eindhoven,Noord-Brabant,450161,128,201,4,3,A,beschikbaar,"Karakteristiek pand in het centrum, Fuutlaan.",koop,2024-01-15
90000195,Fuutlaan,9,,5613AB,Eindhoven,Noord-Brabant,404153,143,222,4,3,B,beschikbaar,"Compacte woning dichtbij het centrum, Fuutlaan.",koop,2024-01-15
90000196,Fuutlaan,11,,5613AB,Eindhoven,Noord-Brabant,509433,75,70,2,1,B,onder bod,"Karakteristiek pand in het centrum, Fuutlaan.",koop,2024-01-15
90000197,Fuutlaan,13,,5613AB,Eindhoven,Noord-Brabant,468978,84,185,2,1,B,verkocht onder voorbehoud,Modern herenhuis aan de Fuutlaan.,koop,2024-01-15
90000198,Fuutlaan,15,,5613AB,Eindhoven,Noord-Brabant,475130,73,170,2,1,F,beschikbaar,"Compacte woning dichtbij het centrum, Fuutlaan.",koop,2024-01-15
90000199,Fuutlaan,17,,5613AB,Eindhoven,Noord-Brabant,453143,178,204,5,4,A,onder bod,Sfeervolle woning aan de Fuutlaan.,koop,2024-01-15
90000200,Fuutlaan,19,,5613AB,Eindhoven,Noord-Brabant,514603,59,,2,1,D,beschikbaar,Sfeervolle woning aan de Fuutlaan.,koop,2024-01-15
90000201,Grote Markt,1,,2011RD,Haarlem,Noord-Holland,415795,63,118,2,1,D,onder bod,Sfeervolle woning aan de Grote Markt.,koop,2024-01-15
90000202,Grote Markt,3,,2011RD,Haarlem,Noord-Holland,510195,79,,2,1,G,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000203,Grote Markt,5,,2011RD,Haarlem,Noord-Holland,540839,79,,2,1,B,beschikbaar,Modern herenhuis aan de Grote Markt.,koop,2024-01-15
90000204,Grote Markt,7,,2011RD,Haarlem,Noord-Holland,520750,153,,5,4,E,beschikbaar,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000205,Grote Markt,9,,2011RD,Haarlem,Noord-Holland,463089,73,199,2,1,B,beschikbaar,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000206,Grote Markt,11,,2011RD,Haarlem,Noord-Holland,464155,53,202,2,1,D,beschikbaar,Lichte bovenwoning aan de Grote Markt.,koop,2024-01-15
90000207,Grote Markt,13,,2011RD,Haarlem,Noord-Holland,436735,104,,3,2,D,beschikbaar,"Compacte woning dichtbij het centrum, Grote Markt.",koop,2024-01-15
90000208,Grote Markt,15,,2011RD,Haarlem,Noord-Holland,457945,127,66,4,3,G,onder bod,Modern herenhuis aan de Grote Markt.,koop,2024-01-15
90000209,Grote Markt,17,,2011RD,Haarlem,Noord-Holland,412290,89,,2,1,B,beschikbaar,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000210,Grote Markt,19,,2011RD,Haarlem,Noord-Holland,478836,92,,3,2,C,beschikbaar,Lichte bovenwoning aan de Grote Markt.,koop,2024-01-15
90000211,Barteljorisstraat,1,,2011RA,Haarlem,Noord-Holland,501821,150,,5,4,C,beschikbaar,Ruim appartement met balkon aan de Barteljorisstraat.,koop,2024-01-15
90000212,Barteljorisstraat,3,,2011RA,Haarlem,Noord-Holland,470375,139,215,4,3,E,beschikbaar,Modern herenhuis aan de Barteljorisstraat.,koop,2024-01-15
90000213,Barteljorisstraat,5,,2011RA,Haarlem,Noord-Holland,455524,98,,3,2,B,beschikbaar,Ruim appartement met balkon aan de Barteljorisstraat.,koop,2024-01-15
90000214,Barteljorisstraat,7,,2011RA,Haarlem,Noord-Holland,522224,106,,3,2,D,beschikbaar,"Compacte woning dichtbij het centrum, Barteljorisstraat.",koop,2024-01-15
90000215,Barteljorisstraat,9,,2011RA,Haarlem,Noord-Holland,594314,139,41,4,3,C,beschikbaar,Ruim appartement met balkon aan de Barteljorisstraat.,koop,2024-01-15
90000216,Barteljorisstraat,11,,2011RA,Haarlem,Noord-Holland,549366,151,80,5,4,B,beschikbaar,Ruim appartement met balkon aan de Barteljorisstraat.,koop,2024-01-15
90000217,Barteljorisstraat,13,,2011RA,Haarlem,Noord-Holland,436689,170,217,5,4,D,beschikbaar,Lichte bovenwoning aan de Barteljorisstraat.,koop,2024-01-15
90000218,Barteljorisstraat,15,,2011RA,Haarlem,Noord-Holland,508106,64,,2,1,D,beschikbaar,Ruim appartement met balkon aan de Barteljorisstraat.,koop,2024-01-15
90000219,Barteljorisstraat,17,,2011RA,Haarlem,Noord-Holland,526669,140,193,4,3,D,onder bod,Lichte bovenwoning aan de Barteljorisstraat.,koop,2024-01-15
90000220,Barteljorisstraat,19,,2011RA,Haarlem,Noord-Holland,404493,48,214,2,1,B,beschikbaar,"Compacte woning dichtbij het centrum, Barteljorisstraat.",koop,2024-01-15
90000221,Kruisstraat,1,,2011PV,Haarlem,Noord-Holland,420714,179,120,5,4,B,beschikbaar,"Karakteristiek pand in het centrum, Kruisstraat.",koop,2024-01-15
90000222,Kruisstraat,3,,2011PV,Haarlem,Noord-Holland,624977,121,,4,3,E,verkocht onder voorbehoud,Lichte bovenwoning aan de Kruisstraat.,koop,2024-01-15
90000223,Kruisstraat,5,,2011PV,Haarlem,Noord-Holland,584246,142,151,4,3,A,beschikbaar,Ruim appartement met balkon aan de Kruisstraat.,koop,2024-01-15
90000224,Kruisstraat,7,,2011PV,Haarlem,Noord-Holland,538453,156,,5,4,B,beschikbaar,Sfeervolle woning aan de Kruisstraat.,koop,2024-01-15
90000225,Kruisstraat,9,,2011PV,Haarlem,Noord-Holland,542352,166,49,5,4,D,beschikbaar,"Compacte woning dichtbij het centrum, Kruisstraat.",koop,2024-01-15
90000226,Kruisstraat,11,,2011PV,Haarlem,Noord-Holland,463038,146,,4,3,B,onder bod,"Compacte woning dichtbij het centrum, Kruisstraat.",koop,2024-01-15
90000227,Kruisstraat,13,,2011PV,Haarlem,Noord-Holland,425607,65,,2,1,G,beschikbaar,Modern herenhuis aan de Kruisstraat.,koop,2024-01-15
90000228,Kruisstraat,15,,2011PV,Haarlem,Noord-Holland,471651,146,,4,3,B,verkocht onder voorbehoud,Modern herenhuis aan de Kruisstraat.,koop,2024-01-15
90000229,Kruisstraat,17,,2011PV,Haarlem,Noord-Holland,602419,92,,3,2,D,beschikbaar,"Compacte woning dichtbij het centrum, Kruisstraat.",koop,2024-01-15
90000230,Kruisstraat,19,,2011PV,Haarlem,Noord-Holland,502137,84,230,2,1,C,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Kruisstraat.",koop,2024-01-15
90000231,Zijlstraat,1,,2011TL,Haarlem,Noord-Holland,449123,137,,4,3,A,beschikbaar,Modern herenhuis aan de Zijlstraat.,koop,2024-01-15
90000232,Zijlstraat,3,,2011TL,Haarlem,Noord-Holland,403235,68,,2,1,D,beschikbaar,"Karakteristiek pand in het centrum, Zijlstraat.",koop,2024-01-15
90000233,Zijlstraat,5,,2011TL,Haarlem,Noord-Holland,478939,178,127,5,4,A,beschikbaar,"Karakteristiek pand in het centrum, Zijlstraat.",koop,2024-01-15
90000234,Zijlstraat,7,,2011TL,Haarlem,Noord-Holland,464642,152,230,5,4,A,beschikbaar,Lichte bovenwoning aan de Zijlstraat.,koop,2024-01-15
90000235,Zijlstraat,9,,2011TL,Haarlem,Noord-Holland,515401,130,,4,3,B,beschikbaar,"Karakteristiek pand in het centrum, Zijlstraat.",koop,2024-01-15
90000236,Zijlstraat,11,,2011TL,Haarlem,Noord-Holland,476401,96,75,3,2,G,beschikbaar,Lichte bovenwoning aan de Zijlstraat.,koop,2024-01-15
90000237,Zijlstraat,13,,2011TL,Haarlem,Noord-Holland,447166,74,,2,1,A,onder bod,Lichte bovenwoning aan de Zijlstraat.,koop,2024-01-15
90000238,Zijlstraat,15,,2011TL,Haarlem,Noord-Holland,576417,62,,2,1,D,beschikbaar,Modern herenhuis aan de Zijlstraat.,koop,2024-01-15
90000239,Zijlstraat,17,,2011TL,Haarlem,Noord-Holland,419389,106,69,3,2,D,beschikbaar,Modern herenhuis aan de Zijlstraat.,koop,2024-01-15
90000240,Zijlstraat,19,,2011TL,Haarlem,Noord-Holland,443604,72,,2,1,D,beschikbaar,Lichte bovenwoning aan de Zijlstraat.,koop,2024-01-15
90000241,Nieuwe Groenmarkt,1,,2011TW,Haarlem,Noord-Holland,580267,111,221,3,2,C,onder bod,"Compacte woning dichtbij het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000242,Nieuwe Groenmarkt,3,,2011TW,Haarlem,Noord-Holland,439516,145,203,4,3,C,onder bod,"Karakteristiek pand in het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000243,Nieuwe Groenmarkt,5,,2011TW,Haarlem,Noord-Holland,437139,120,51,4,3,A,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000244,Nieuwe Groenmarkt,7,,2011TW,Haarlem,Noord-Holland,518606,168,54,5,4,B,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000245,Nieuwe Groenmarkt,9,,2011TW,Haarlem,Noord-Holland,609728,74,117,2,1,C,verkocht onder voorbehoud,Ruim appartement met balkon aan de Nieuwe Groenmarkt.,koop,2024-01-15
90000246,Nieuwe Groenmarkt,11,,2011TW,Haarlem,Noord-Holland,593301,92,198,3,2,B,beschikbaar,"Compacte woning dichtbij het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000247,Nieuwe Groenmarkt,13,,2011TW,Haarlem,Noord-Holland,597217,154,210,5,4,A,beschikbaar,Lichte bovenwoning aan de Nieuwe Groenmarkt.,koop,2024-01-15
90000248,Nieuwe Groenmarkt,15,,2011TW,Haarlem,Noord-Holland,575820,92,80,3,2,C,beschikbaar,Modern herenhuis aan de Nieuwe Groenmarkt.,koop,2024-01-15
90000249,Nieuwe Groenmarkt,17,,2011TW,Haarlem,Noord-Holland,609875,162,,5,4,E,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Nieuwe Groenmarkt.",koop,2024-01-15
90000250,Nieuwe Groenmarkt,19,,2011TW,Haarlem,Noord-Holland,556349,140,,4,3,C,beschikbaar,Ruim appartement met balkon aan de Nieuwe Groenmarkt.,koop,2024-01-15
90000251,Nieuwstraat,1,,6001EM,Weert,Limburg,412374,87,65,2,1,A,beschikbaar,Sfeervolle woning aan de Nieuwstraat.,koop,2024-01-15
90000252,Nieuwstraat,3,,6001EM,Weert,Limburg,357252,143,,4,3,C,beschikbaar,Lichte bovenwoning aan de Nieuwstraat.,koop,2024-01-15
90000253,Nieuwstraat,5,,6001EM,Weert,Limburg,326569,87,37,2,1,D,beschikbaar,Sfeervolle woning aan de Nieuwstraat.,koop,2024-01-15
90000254,Nieuwstraat,7,,6001EM,Weert,Limburg,394107,162,,5,4,D,beschikbaar,"Compacte woning dichtbij het centrum, Nieuwstraat.",koop,2024-01-15
90000255,Nieuwstraat,9,,6001EM,Weert,Limburg,392093,113,,3,2,E,beschikbaar,Sfeervolle woning aan de Nieuwstraat.,koop,2024-01-15
90000256,Nieuwstraat,11,,6001EM,Weert,Limburg,464100,108,38,3,2,B,beschikbaar,Sfeervolle woning aan de Nieuwstraat.,koop,2024-01-15
90000257,Nieuwstraat,13,,6001EM,Weert,Limburg,293511,134,,4,3,C,beschikbaar,"Compacte woning dichtbij het centrum, Nieuwstraat.",koop,2024-01-15
90000258,Nieuwstraat,15,,6001EM,Weert,Limburg,323684,97,,3,2,C,onder bod,"Compacte woning dichtbij het centrum, Nieuwstraat.",koop,2024-01-15
90000259,Nieuwstraat,17,,6001EM,Weert,Limburg,285543,176,,5,4,D,beschikbaar,Modern herenhuis aan de Nieuwstraat.,koop,2024-01-15
90000260,Nieuwstraat,19,,6001EM,Weert,Limburg,436487,77,,2,1,A,beschikbaar,"Karakteristiek pand in het centrum, Nieuwstraat.",koop,2024-01-15
90000261,Hegstraat,1,,6001CX,Weert,Limburg,348349,170,191,5,4,B,beschikbaar,Modern herenhuis aan de Hegstraat.,koop,2024-01-15
90000262,Hegstraat,3,,6001CX,Weert,Limburg,369195,68,221,2,1,B,beschikbaar,Modern herenhuis aan de Hegstraat.,koop,2024-01-15
90000263,Hegstraat,5,,6001CX,Weert,Limburg,307102,136,,4,3,D,beschikbaar,Modern herenhuis aan de Hegstraat.,koop,2024-01-15
90000264,Hegstraat,7,,6001CX,Weert,Limburg,284234,127,,4,3,B,onder bod,"Compacte woning dichtbij het centrum, Hegstraat.",koop,2024-01-15
90000265,Hegstraat,9,,6001CX,Weert,Limburg,282568,70,,2,1,E,beschikbaar,Ruim appartement met balkon aan de Hegstraat.,koop,2024-01-15
90000266,Hegstraat,11,,6001CX,Weert,Limburg,274468,78,,2,1,B,beschikbaar,Lichte bovenwoning aan de Hegstraat.,koop,2024-01-15
90000267,Hegstraat,13,,6001CX,Weert,Limburg,447979,87,190,2,1,B,verkocht onder voorbehoud,Ruim appartement met balkon aan de Hegstraat.,koop,2024-01-15
90000268,Hegstraat,15,,6001CX,Weert,Limburg,366671,167,181,5,4,A,verkocht onder voorbehoud,Sfeervolle woning aan de Hegstraat.,koop,2024-01-15
90000269,Hegstraat,17,,6001CX,Weert,Limburg,375226,75,,2,1,B,beschikbaar,Sfeervolle woning aan de Hegstraat.,koop,2024-01-15
90000270,Hegstraat,19,,6001CX,Weert,Limburg,350328,71,124,2,1,E,beschikbaar,Ruim appartement met balkon aan de Hegstraat.,koop,2024-01-15
90000271,Wilhelminasingel,1,,6001GS,Weert,Limburg,357927,157,84,5,4,C,beschikbaar,"Compacte woning dichtbij het centrum, Wilhelminasingel.",koop,2024-01-15
90000272,Wilhelminasingel,3,,6001GS,Weert,Limburg,314955,143,139,4,3,B,beschikbaar,"Karakteristiek pand in het centrum, Wilhelminasingel.",koop,2024-01-15
90000273,Wilhelminasingel,5,,6001GS,Weert,Limburg,303856,51,,2,1,D,beschikbaar,"Compacte woning dichtbij het centrum, Wilhelminasingel.",koop,2024-01-15
90000274,Wilhelminasingel,7,,6001GS,Weert,Limburg,388487,143,157,4,3,C,beschikbaar,Sfeervolle woning aan de Wilhelminasingel.,koop,2024-01-15
90000275,Wilhelminasingel,9,,6001GS,Weert,Limburg,451947,138,,4,3,A,beschikbaar,Sfeervolle woning aan de Wilhelminasingel.,koop,2024-01-15
90000276,Wilhelminasingel,11,,6001GS,Weert,Limburg,382804,48,40,2,1,F,beschikbaar,"Karakteristiek pand in het centrum, Wilhelminasingel.",koop,2024-01-15
90000277,Wilhelminasingel,13,,6001GS,Weert,Limburg,390611,66,160,2,1,F,beschikbaar,"Karakteristiek pand in het centrum, Wilhelminasingel.",koop,2024-01-15
90000278,Wilhelminasingel,15,,6001GS,Weert,Limburg,368848,106,52,3,2,F,beschikbaar,"Compacte woning dichtbij het centrum, Wilhelminasingel.",koop,2024-01-15
90000279,Wilhelminasingel,17,,6001GS,Weert,Limburg,380131,48,,2,1,D,beschikbaar,"Karakteristiek pand in het centrum, Wilhelminasingel.",koop,2024-01-15
90000280,Wilhelminasingel,19,,6001GS,Weert,Limburg,321298,75,,2,1,A,beschikbaar,"Compacte woning dichtbij het centrum, Wilhelminasingel.",koop,2024-01-15
90000281,Beekstraat,1,,6001BB,Weert,Limburg,398605,64,160,2,1,B,beschikbaar,Ruim appartement met balkon aan de Beekstraat.,koop,2024-01-15
90000282,Beekstraat,3,,6001BB,Weert,Limburg,314107,74,160,2,1,A,beschikbaar,Sfeervolle woning aan de Beekstraat.,koop,2024-01-15
90000283,Beekstraat,5,,6001BB,Weert,Limburg,421888,54,,2,1,F,verkocht onder voorbehoud,Modern herenhuis aan de Beekstraat.,koop,2024-01-15
90000284,Beekstraat,7,,6001BB,Weert,Limburg,399824,151,,5,4,B,beschikbaar,"Karakteristiek pand in het centrum, Beekstraat.",koop,2024-01-15
90000285,Beekstraat,9,,6001BB,Weert,Limburg,355100,58,235,2,1,C,beschikbaar,Sfeervolle woning aan de Beekstraat.,koop,2024-01-15
90000286,Beekstraat,11,,6001BB,Weert,Limburg,443875,161,81,5,4,B,beschikbaar,"Compacte woning dichtbij het centrum, Beekstraat.",koop,2024-01-15
90000287,Beekstraat,13,,6001BB,Weert,Limburg,393277,171,,5,4,D,verkocht onder voorbehoud,Ruim appartement met balkon aan de Beekstraat.,koop,2024-01-15
90000288,Beekstraat,15,,6001BB,Weert,Limburg,252515,51,118,2,1,C,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Beekstraat.",koop,2024-01-15
90000289,Beekstraat,17,,6001BB,Weert,Limburg,378982,123,165,4,3,G,beschikbaar,Sfeervolle woning aan de Beekstraat.,koop,2024-01-15
90000290,Beekstraat,19,,6001BB,Weert,Limburg,358280,68,89,2,1,E,onder bod,Lichte bovenwoning aan de Beekstraat.,koop,2024-01-15
90000291,Emmasingel,1,,6001BT,Weert,Limburg,398850,174,239,5,4,B,onder bod,Sfeervolle woning aan de Emmasingel.,koop,2024-01-15
90000292,Emmasingel,3,,6001BT,Weert,Limburg,335524,125,,4,3,B,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Emmasingel.",koop,2024-01-15
90000293,Emmasingel,5,,6001BT,Weert,Limburg,356564,72,72,2,1,B,beschikbaar,Sfeervolle woning aan de Emmasingel.,koop,2024-01-15
90000294,Emmasingel,7,,6001BT,Weert,Limburg,432682,85,,2,1,B,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Emmasingel.",koop,2024-01-15
90000295,Emmasingel,9,,6001BT,Weert,Limburg,353873,128,212,4,3,A,beschikbaar,"Compacte woning dichtbij het centrum, Emmasingel.",koop,2024-01-15
90000296,Emmasingel,11,,6001BT,Weert,Limburg,474028,111,,3,2,A,beschikbaar,Modern herenhuis aan de Emmasingel.,koop,2024-01-15
90000297,Emmasingel,13,,6001BT,Weert,Limburg,415228,101,240,3,2,B,verkocht onder voorbehoud,Lichte bovenwoning aan de Emmasingel.,koop,2024-01-15
90000298,Emmasingel,15,,6001BT,Weert,Limburg,301839,111,,3,2,A,beschikbaar,Lichte bovenwoning aan de Emmasingel.,koop,2024-01-15
90000299,Emmasingel,17,,6001BT,Weert,Limburg,363549,55,,2,1,A,onder bod,Lichte bovenwoning aan de Emmasingel.,koop,2024-01-15
90000300,Emmasingel,19,,6001BT,Weert,Limburg,288962,89,77,2,1,B,beschikbaar,Sfeervolle woning aan de Emmasingel.,koop,2024-01-15
90000301,Grote Markt,1,,9711LV,Groningen,Groningen,340312,116,137,3,2,A,onder bod,Lichte bovenwoning aan de Grote Markt.,koop,2024-01-15
90000302,Grote Markt,3,,9711LV,Groningen,Groningen,431530,173,99,5,4,A,beschikbaar,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000303,Grote Markt,5,,9711LV,Groningen,Groningen,316844,165,,5,4,D,beschikbaar,Sfeervolle woning aan de Grote Markt.,koop,2024-01-15
90000304,Grote Markt,7,,9711LV,Groningen,Groningen,289656,113,,3,2,D,verkocht onder voorbehoud,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000305,Grote Markt,9,,9711LV,Groningen,Groningen,367191,136,,4,3,A,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Grote Markt.",koop,2024-01-15
90000306,Grote Markt,11,,9711LV,Groningen,Groningen,275179,59,86,2,1,A,beschikbaar,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000307,Grote Markt,13,,9711LV,Groningen,Groningen,294013,81,,2,1,E,beschikbaar,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000308,Grote Markt,15,,9711LV,Groningen,Groningen,358173,156,,5,4,G,verkocht onder voorbehoud,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000309,Grote Markt,17,,9711LV,Groningen,Groningen,425165,120,216,4,3,A,verkocht onder voorbehoud,Modern herenhuis aan de Grote Markt.,koop,2024-01-15
90000310,Grote Markt,19,,9711LV,Groningen,Groningen,295396,71,,2,1,A,verkocht onder voorbehoud,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000311,Herestraat,1,,9711LC,Groningen,Groningen,292771,130,97,4,3,A,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Herestraat.",koop,2024-01-15
90000312,Herestraat,3,,9711LC,Groningen,Groningen,404258,157,,5,4,G,beschikbaar,Modern herenhuis aan de Herestraat.,koop,2024-01-15
90000313,Herestraat,5,,9711LC,Groningen,Groningen,352308,102,48,3,2,D,beschikbaar,Sfeervolle woning aan de Herestraat.,koop,2024-01-15
90000314,Herestraat,7,,9711LC,Groningen,Groningen,363591,141,49,4,3,C,beschikbaar,"Compacte woning dichtbij het centrum, Herestraat.",koop,2024-01-15
90000315,Herestraat,9,,9711LC,Groningen,Groningen,457765,58,82,2,1,G,beschikbaar,"Compacte woning dichtbij het centrum, Herestraat.",koop,2024-01-15
90000316,Herestraat,11,,9711LC,Groningen,Groningen,352214,170,122,5,4,A,beschikbaar,Lichte bovenwoning aan de Herestraat.,koop,2024-01-15
90000317,Herestraat,13,,9711LC,Groningen,Groningen,398455,65,59,2,1,B,beschikbaar,Modern herenhuis aan de Herestraat.,koop,2024-01-15
90000318,Herestraat,15,,9711LC,Groningen,Groningen,344048,139,41,4,3,B,beschikbaar,Ruim appartement met balkon aan de Herestraat.,koop,2024-01-15
