global_id,price,human_price,source,status,date,timestamp
90000128,394725,€ 394.725 k.k.,funda,asking_price,15 augustus 2024,2024-08-15T00:00:00+00:00
90000128,374725,€ 374.725 k.k.,funda,asking_price,2 januari 2024,2024-01-02T00:00:00+00:00
90000128,364725,€ 364.725 k.k.,funda,asking_price,27 juni 2024,2024-06-27T00:00:00+00:00
90000129,492924,€ 492.924 k.k.,funda,asking_price,26 augustus 2024,2024-08-26T00:00:00+00:00
90000129,482924,€ 482.924 k.k.,funda,asking_price,21 oktober 2024,2024-10-21T00:00:00+00:00
90000130,478101,€ 478.101 k.k.,funda,asking_price,21 september 2024,2024-09-21T00:00:00+00:00
90000130,468101,€ 468.101 k.k.,funda,asking_price,2 maart 2024,2024-03-02T00:00:00+00:00
90000131,487035,€ 487.035 k.k.,funda,asking_price,12 juni 2024,2024-06-12T00:00:00+00:00
90000132,393727,€ 393.727 k.k.,funda,asking_price,4 juni 2024,2024-06-04T00:00:00+00:00
90000132,373727,€ 373.727 k.k.,funda,asking_price,22 september 2024,2024-09-22T00:00:00+00:00
90000132,363727,€ 363.727 k.k.,funda,asking_price,10 juli 2024,2024-07-10T00:00:00+00:00
90000133,389419,€ 389.419 k.k.,funda,asking_price,22 oktober 2024,2024-10-22T00:00:00+00:00
90000134,553102,€ 553.102 k.k.,funda,asking_price,23 oktober 2024,2024-10-23T00:00:00+00:00
90000134,533102,€ 533.102 k.k.,funda,asking_price,10 februari 2024,2024-02-10T00:00:00+00:00
90000135,565666,€ 565.666 k.k.,funda,asking_price,12 september 2024,2024-09-12T00:00:00+00:00
90000135,535666,€ 535.666 k.k.,funda,asking_price,12 januari 2024,2024-01-12T00:00:00+00:00
90000135,525666,€ 525.666 k.k.,funda,asking_price,6 mei 2024,2024-05-06T00:00:00+00:00
90000136,386061,€ 386.061 k.k.,funda,asking_price,28 mei 2024,2024-05-28T00:00:00+00:00
90000137,518027,€ 518.027 k.k.,funda,asking_price,13 oktober 2024,2024-10-13T00:00:00+00:00
90000137,508027,€ 508.027 k.k.,funda,asking_price,6 maart 2024,2024-03-06T00:00:00+00:00
90000137,488027,€ 488.027 k.k.,funda,asking_price,27 maart 2024,2024-03-27T00:00:00+00:00
90000138,527304,€ 527.304 k.k.,funda,asking_price,20 augustus 2024,2024-08-20T00:00:00+00:00
90000139,529987,€ 529.987 k.k.,funda,asking_price,12 april 2024,2024-04-12T00:00:00+00:00
90000139,489987,€ 489.987 k.k.,funda,asking_price,19 november 2024,2024-11-19T00:00:00+00:00
90000140,488270,€ 488.270 k.k.,funda,asking_price,26 april 2024,2024-04-26T00:00:00+00:00
90000141,447311,€ 447.311 k.k.,funda,asking_price,28 december 2024,2024-12-28T00:00:00+00:00
90000142,461510,€ 461.510 k.k.,funda,asking_price,8 februari 2024,2024-02-08T00:00:00+00:00
90000142,441510,€ 441.510 k.k.,funda,asking_price,12 augustus 2024,2024-08-12T00:00:00+00:00
90000142,421510,€ 421.510 k.k.,funda,asking_price,14 januari 2024,2024-01-14T00:00:00+00:00
90000143,448281,€ 448.281 k.k.,funda,asking_price,4 juni 2024,2024-06-04T00:00:00+00:00
90000144,607517,€ 607.517 k.k.,funda,asking_price,20 augustus 2024,2024-08-20T00:00:00+00:00
90000144,587517,€ 587.517 k.k.,funda,asking_price,3 januari 2024,2024-01-03T00:00:00+00:00
90000144,567517,€ 567.517 k.k.,funda,asking_price,9 januari 2024,2024-01-09T00:00:00+00:00
90000145,519614,€ 519.614 k.k.,funda,asking_price,8 mei 2024,2024-05-08T00:00:00+00:00
90000145,509614,€ 509.614 k.k.,funda,asking_price,4 mei 2024,2024-05-04T00:00:00+00:00
90000146,376464,€ 376.464 k.k.,funda,asking_price,17 november 2024,2024-11-17T00:00:00+00:00
90000146,366464,€ 366.464 k.k.,funda,asking_price,8 oktober 2024,2024-10-08T00:00:00+00:00
90000147,499596,€ 499.596 k.k.,funda,asking_price,22 november 2024,2024-11-22T00:00:00+00:00
90000148,532627,€ 532.627 k.k.,funda,asking_price,2 augustus 2024,2024-08-02T00:00:00+00:00
90000148,502627,€ 502.627 k.k.,funda,asking_price,13 november 2024,2024-11-13T00:00:00+00:00
90000148,492627,€ 492.627 k.k.,funda,asking_price,9 juni 2024,2024-06-09T00:00:00+00:00
90000149,522255,€ 522.255 k.k.,funda,asking_price,24 oktober 2024,2024-10-24T00:00:00+00:00
90000150,435898,€ 435.898 k.k.,funda,asking_price,6 november 2024,2024-11-06T00:00:00+00:00
90000150,395898,€ 395.898 k.k.,funda,asking_price,3 maart 2024,2024-03-03T00:00:00+00:00
90000151,375985,€ 375.985 k.k.,funda,asking_price,16 september 2024,2024-09-16T00:00:00+00:00
90000151,335985,€ 335.985 k.k.,funda,asking_price,2 mei 2024,2024-05-02T00:00:00+00:00
90000152,412012,€ 412.012 k.k.,funda,asking_price,14 juni 2024,2024-06-14T00:00:00+00:00
90000153,453876,€ 453.876 k.k.,funda,asking_price,26 juni 2024,2024-06-26T00:00:00+00:00
90000153,413876,€ 413.876 k.k.,funda,asking_price,9 september 2024,2024-09-09T00:00:00+00:00
90000154,570571,€ 570.571 k.k.,funda,asking_price,11 februari 2024,2024-02-11T00:00:00+00:00
90000154,550571,€ 550.571 k.k.,funda,asking_price,10 november 2024,2024-11-10T00:00:00+00:00
90000154,540571,€ 540.571 k.k.,funda,asking_price,15 mei 2024,2024-05-15T00:00:00+00:00
90000155,555530,€ 555.530 k.k.,funda,asking_price,26 november 2024,2024-11-26T00:00:00+00:00
90000155,545530,€ 545.530 k.k.,funda,asking_price,3 januari 2024,2024-01-03T00:00:00+00:00
90000155,515530,€ 515.530 k.k.,funda,asking_price,21 november 2024,2024-11-21T00:00:00+00:00
90000156,373163,€ 373.163 k.k.,funda,asking_price,3 maart 2024,2024-03-03T00:00:00+00:00
90000156,343163,€ 343.163 k.k.,funda,asking_price,25 april 2024,2024-04-25T00:00:00+00:00
90000156,333163,€ 333.163 k.k.,funda,asking_price,12 november 2024,2024-11-12T00:00:00+00:00
90000157,533012,€ 533.012 k.k.,funda,asking_price,25 augustus 2024,2024-08-25T00:00:00+00:00
90000157,503012,€ 503.012 k.k.,funda,asking_price,19 februari 2024,2024-02-19T00:00:00+00:00
90000158,398056,€ 398.056 k.k.,funda,asking_price,24 januari 2024,2024-01-24T00:00:00+00:00
90000159,433623,€ 433.623 k.k.,funda,asking_price,10 oktober 2024,2024-10-10T00:00:00+00:00
90000159,413623,€ 413.623 k.k.,funda,asking_price,16 december 2024,2024-12-16T00:00:00+00:00
90000159,393623,€ 393.623 k.k.,funda,asking_price,4 april 2024,2024-04-04T00:00:00+00:00
90000160,471683,€ 471.683 k.k.,funda,asking_price,18 september 2024,2024-09-18T00:00:00+00:00
90000160,451683,€ 451.683 k.k.,funda,asking_price,10 mei 2024,2024-05-10T00:00:00+00:00
90000160,441683,€ 441.683 k.k.,funda,asking_price,23 maart 2024,2024-03-23T00:00:00+00:00
90000161,377685,€ 377.685 k.k.,funda,asking_price,1 augustus 2024,2024-08-01T00:00:00+00:00
90000162,359018,€ 359.018 k.k.,funda,asking_price,10 februari 2024,2024-02-10T00:00:00+00:00
90000163,452687,€ 452.687 k.k.,funda,asking_price,21 juni 2024,2024-06-21T00:00:00+00:00
90000163,442687,€ 442.687 k.k.,funda,asking_price,15 februari 2024,2024-02-15T00:00:00+00:00
90000163,432687,€ 432.687 k.k.,funda,asking_price,22 augustus 2024,2024-08-22T00:00:00+00:00
90000164,479084,€ 479.084 k.k.,funda,asking_price,17 juli 2024,2024-07-17T00:00:00+00:00
90000165,388163,€ 388.163 k.k.,funda,asking_price,17 juni 2024,2024-06-17T00:00:00+00:00
90000165,368163,€ 368.163 k.k.,funda,asking_price,28 mei 2024,2024-05-28T00:00:00+00:00
90000166,367812,€ 367.812 k.k.,funda,asking_price,21 september 2024,2024-09-21T00:00:00+00:00
90000166,357812,€ 357.812 k.k.,funda,asking_price,19 maart 2024,2024-03-19T00:00:00+00:00
90000167,413504,€ 413.504 k.k.,funda,asking_price,3 januari 2024,2024-01-03T00:00:00+00:00
90000168,535689,€ 535.689 k.k.,funda,asking_price,21 augustus 2024,2024-08-21T00:00:00+00:00
90000168,505689,€ 505.689 k.k.,funda,asking_price,10 september 2024,2024-09-10T00:00:00+00:00
90000168,495689,€ 495.689 k.k.,funda,asking_price,10 november 2024,2024-11-10T00:00:00+00:00
90000169,463893,€ 463.893 k.k.,funda,asking_price,14 augustus 2024,2024-08-14T00:00:00+00:00
90000169,453893,€ 453.893 k.k.,funda,asking_price,15 augustus 2024,2024-08-15T00:00:00+00:00
90000169,443893,€ 443.893 k.k.,funda,asking_price,11 april 2024,2024-04-11T00:00:00+00:00
90000170,439521,€ 439.521 k.k.,funda,asking_price,8 juni 2024,2024-06-08T00:00:00+00:00
90000170,429521,€ 429.521 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000171,445702,€ 445.702 k.k.,funda,asking_price,27 maart 2024,2024-03-27T00:00:00+00:00
90000171,425702,€ 425.702 k.k.,funda,asking_price,19 juni 2024,2024-06-19T00:00:00+00:00
90000172,487372,€ 487.372 k.k.,funda,asking_price,3 januari 2024,2024-01-03T00:00:00+00:00
90000172,447372,€ 447.372 k.k.,funda,asking_price,17 juli 2024,2024-07-17T00:00:00+00:00
90000173,377755,€ 377.755 k.k.,funda,asking_price,27 oktober 2024,2024-10-27T00:00:00+00:00
90000173,337755,€ 337.755 k.k.,funda,asking_price,22 november 2024,2024-11-22T00:00:00+00:00
90000174,400110,€ 400.110 k.k.,funda,asking_price,2 juni 2024,2024-06-02T00:00:00+00:00
90000174,390110,€ 390.110 k.k.,funda,asking_price,2 juli 2024,2024-07-02T00:00:00+00:00
90000174,360110,€ 360.110 k.k.,funda,asking_price,18 oktober 2024,2024-10-18T00:00:00+00:00
90000175,453057,€ 453.057 k.k.,funda,asking_price,4 maart 2024,2024-03-04T00:00:00+00:00
90000175,443057,€ 443.057 k.k.,funda,asking_price,12 juli 2024,2024-07-12T00:00:00+00:00
90000176,417181,€ 417.181 k.k.,funda,asking_price,2 januari 2024,2024-01-02T00:00:00+00:00
90000176,387181,€ 387.181 k.k.,funda,asking_price,23 maart 2024,2024-03-23T00:00:00+00:00
90000176,377181,€ 377.181 k.k.,funda,asking_price,26 juni 2024,2024-06-26T00:00:00+00:00
90000177,391642,€ 391.642 k.k.,funda,asking_price,20 juli 2024,2024-07-20T00:00:00+00:00
90000177,381642,€ 381.642 k.k.,funda,asking_price,27 december 2024,2024-12-27T00:00:00+00:00
90000177,361642,€ 361.642 k.k.,funda,asking_price,19 mei 2024,2024-05-19T00:00:00+00:00
90000178,550791,€ 550.791 k.k.,funda,asking_price,12 januari 2024,2024-01-12T00:00:00+00:00
90000178,510791,€ 510.791 k.k.,funda,asking_price,22 juni 2024,2024-06-22T00:00:00+00:00
90000179,505366,€ 505.366 k.k.,funda,asking_price,16 oktober 2024,2024-10-16T00:00:00+00:00
90000180,516423,€ 516.423 k.k.,funda,asking_price,17 maart 2024,2024-03-17T00:00:00+00:00
90000180,486423,€ 486.423 k.k.,funda,asking_price,24 november 2024,2024-11-24T00:00:00+00:00
90000180,476423,€ 476.423 k.k.,funda,asking_price,25 oktober 2024,2024-10-25T00:00:00+00:00
90000181,508637,€ 508.637 k.k.,funda,asking_price,15 januari 2024,2024-01-15T00:00:00+00:00
90000182,466548,€ 466.548 k.k.,funda,asking_price,5 december 2024,2024-12-05T00:00:00+00:00
90000182,456548,€ 456.548 k.k.,funda,asking_price,7 september 2024,2024-09-07T00:00:00+00:00
90000183,437248,€ 437.248 k.k.,funda,asking_price,12 september 2024,2024-09-12T00:00:00+00:00
90000183,407248,€ 407.248 k.k.,funda,asking_price,25 november 2024,2024-11-25T00:00:00+00:00
90000184,418139,€ 418.139 k.k.,funda,asking_price,25 mei 2024,2024-05-25T00:00:00+00:00
90000184,398139,€ 398.139 k.k.,funda,asking_price,23 mei 2024,2024-05-23T00:00:00+00:00
90000185,446436,€ 446.436 k.k.,funda,asking_price,22 oktober 2024,2024-10-22T00:00:00+00:00
90000185,426436,€ 426.436 k.k.,funda,asking_price,13 september 2024,2024-09-13T00:00:00+00:00
90000185,416436,€ 416.436 k.k.,funda,asking_price,27 juli 2024,2024-07-27T00:00:00+00:00
90000186,366027,€ 366.027 k.k.,funda,asking_price,21 augustus 2024,2024-08-21T00:00:00+00:00
90000186,346027,€ 346.027 k.k.,funda,asking_price,24 mei 2024,2024-05-24T00:00:00+00:00
90000186,336027,€ 336.027 k.k.,funda,asking_price,7 augustus 2024,2024-08-07T00:00:00+00:00
90000187,507497,€ 507.497 k.k.,funda,asking_price,20 februari 2024,2024-02-20T00:00:00+00:00
90000188,492233,€ 492.233 k.k.,funda,asking_price,14 februari 2024,2024-02-14T00:00:00+00:00
90000189,326358,€ 326.358 k.k.,funda,asking_price,21 juli 2024,2024-07-21T00:00:00+00:00
90000190,429192,€ 429.192 k.k.,funda,asking_price,24 september 2024,2024-09-24T00:00:00+00:00
90000190,419192,€ 419.192 k.k.,funda,asking_price,28 december 2024,2024-12-28T00:00:00+00:00
90000190,409192,€ 409.192 k.k.,funda,asking_price,6 januari 2024,2024-01-06T00:00:00+00:00
90000191,564205,€ 564.205 k.k.,funda,asking_price,28 december 2024,2024-12-28T00:00:00+00:00
90000191,544205,€ 544.205 k.k.,funda,asking_price,2 mei 2024,2024-05-02T00:00:00+00:00
90000192,439596,€ 439.596 k.k.,funda,asking_price,15 september 2024,2024-09-15T00:00:00+00:00
90000192,419596,€ 419.596 k.k.,funda,asking_price,7 mei 2024,2024-05-07T00:00:00+00:00
90000192,399596,€ 399.596 k.k.,funda,asking_price,11 februari 2024,2024-02-11T00:00:00+00:00
90000193,403810,€ 403.810 k.k.,funda,asking_price,20 maart 2024,2024-03-20T00:00:00+00:00
90000193,393810,€ 393.810 k.k.,funda,asking_price,13 november 2024,2024-11-13T00:00:00+00:00
90000193,373810,€ 373.810 k.k.,funda,asking_price,17 juli 2024,2024-07-17T00:00:00+00:00
90000194,450161,€ 450.161 k.k.,funda,asking_price,9 januari 2024,2024-01-09T00:00:00+00:00
90000195,434153,€ 434.153 k.k.,funda,asking_price,12 november 2024,2024-11-12T00:00:00+00:00
90000195,414153,€ 414.153 k.k.,funda,asking_price,8 december 2024,2024-12-08T00:00:00+00:00
90000195,404153,€ 404.153 k.k.,funda,asking_price,22 januari 2024,2024-01-22T00:00:00+00:00
90000196,539433,€ 539.433 k.k.,funda,asking_price,20 juni 2024,2024-06-20T00:00:00+00:00
90000196,519433,€ 519.433 k.k.,funda,asking_price,8 april 2024,2024-04-08T00:00:00+00:00
90000196,509433,€ 509.433 k.k.,funda,asking_price,16 maart 2024,2024-03-16T00:00:00+00:00
90000197,488978,€ 488.978 k.k.,funda,asking_price,15 september 2024,2024-09-15T00:00:00+00:00
90000197,478978,€ 478.978 k.k.,funda,asking_price,23 september 2024,2024-09-23T00:00:00+00:00
90000197,468978,€ 468.978 k.k.,funda,asking_price,3 juni 2024,2024-06-03T00:00:00+00:00
90000198,475130,€ 475.130 k.k.,funda,asking_price,11 maart 2024,2024-03-11T00:00:00+00:00
90000199,493143,€ 493.143 k.k.,funda,asking_price,5 augustus 2024,2024-08-05T00:00:00+00:00
90000199,463143,€ 463.143 k.k.,funda,asking_price,14 september 2024,2024-09-14T00:00:00+00:00
90000199,453143,€ 453.143 k.k.,funda,asking_price,19 augustus 2024,2024-08-19T00:00:00+00:00
90000200,544603,€ 544.603 k.k.,funda,asking_price,24 januari 2024,2024-01-24T00:00:00+00:00
90000200,514603,€ 514.603 k.k.,funda,asking_price,19 april 2024,2024-04-19T00:00:00+00:00
90000201,425795,€ 425.795 k.k.,funda,asking_price,14 mei 2024,2024-05-14T00:00:00+00:00
90000201,415795,€ 415.795 k.k.,funda,asking_price,25 maart 2024,2024-03-25T00:00:00+00:00
90000202,550195,€ 550.195 k.k.,funda,asking_price,13 juli 2024,2024-07-13T00:00:00+00:00
90000202,510195,€ 510.195 k.k.,funda,asking_price,22 februari 2024,2024-02-22T00:00:00+00:00
90000203,560839,€ 560.839 k.k.,funda,asking_price,10 januari 2024,2024-01-10T00:00:00+00:00
90000203,550839,€ 550.839 k.k.,funda,asking_price,22 augustus 2024,2024-08-22T00:00:00+00:00
90000203,540839,€ 540.839 k.k.,funda,asking_price,18 december 2024,2024-12-18T00:00:00+00:00
90000204,520750,€ 520.750 k.k.,funda,asking_price,7 mei 2024,2024-05-07T00:00:00+00:00
90000205,463089,€ 463.089 k.k.,funda,asking_price,20 februari 2024,2024-02-20T00:00:00+00:00
90000206,464155,€ 464.155 k.k.,funda,asking_price,15 juli 2024,2024-07-15T00:00:00+00:00
90000207,456735,€ 456.735 k.k.,funda,asking_price,19 december 2024,2024-12-19T00:00:00+00:00
90000207,436735,€ 436.735 k.k.,funda,asking_price,19 juni 2024,2024-06-19T00:00:00+00:00
90000208,487945,€ 487.945 k.k.,funda,asking_price,18 januari 2024,2024-01-18T00:00:00+00:00
90000208,457945,€ 457.945 k.k.,funda,asking_price,24 oktober 2024,2024-10-24T00:00:00+00:00
90000209,452290,€ 452.290 k.k.,funda,asking_price,14 december 2024,2024-12-14T00:00:00+00:00
90000209,442290,€ 442.290 k.k.,funda,asking_price,5 juli 2024,2024-07-05T00:00:00+00:00
90000209,412290,€ 412.290 k.k.,funda,asking_price,13 mei 2024,2024-05-13T00:00:00+00:00
90000210,478836,€ 478.836 k.k.,funda,asking_price,2 augustus 2024,2024-08-02T00:00:00+00:00
90000211,521821,€ 521.821 k.k.,funda,asking_price,21 juni 2024,2024-06-21T00:00:00+00:00
90000211,501821,€ 501.821 k.k.,funda,asking_price,15 februari 2024,2024-02-15T00:00:00+00:00
90000212,490375,€ 490.375 k.k.,funda,asking_price,24 oktober 2024,2024-10-24T00:00:00+00:00
90000212,480375,€ 480.375 k.k.,funda,asking_price,18 november 2024,2024-11-18T00:00:00+00:00
90000212,470375,€ 470.375 k.k.,funda,asking_price,16 april 2024,2024-04-16T00:00:00+00:00
90000213,495524,€ 495.524 k.k.,funda,asking_price,23 april 2024,2024-04-23T00:00:00+00:00
90000213,465524,€ 465.524 k.k.,funda,asking_price,23 oktober 2024,2024-10-23T00:00:00+00:00
90000213,455524,€ 455.524 k.k.,funda,asking_price,13 april 2024,2024-04-13T00:00:00+00:00
90000214,562224,€ 562.224 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000214,552224,€ 552.224 k.k.,funda,asking_price,16 december 2024,2024-12-16T00:00:00+00:00
90000214,522224,€ 522.224 k.k.,funda,asking_price,7 juni 2024,2024-06-07T00:00:00+00:00
90000215,594314,€ 594.314 k.k.,funda,asking_price,18 mei 2024,2024-05-18T00:00:00+00:00
90000216,579366,€ 579.366 k.k.,funda,asking_price,25 mei 2024,2024-05-25T00:00:00+00:00
90000216,549366,€ 549.366 k.k.,funda,asking_price,24 augustus 2024,2024-08-24T00:00:00+00:00
90000217,476689,€ 476.689 k.k.,funda,asking_price,21 september 2024,2024-09-21T00:00:00+00:00
90000217,456689,€ 456.689 k.k.,funda,asking_price,17 januari 2024,2024-01-17T00:00:00+00:00
90000217,436689,€ 436.689 k.k.,funda,asking_price,27 januari 2024,2024-01-27T00:00:00+00:00
90000218,528106,€ 528.106 k.k.,funda,asking_price,5 december 2024,2024-12-05T00:00:00+00:00
90000218,518106,€ 518.106 k.k.,funda,asking_price,7 januari 2024,2024-01-07T00:00:00+00:00
90000218,508106,€ 508.106 k.k.,funda,asking_price,15 september 2024,2024-09-15T00:00:00+00:00
90000219,536669,€ 536.669 k.k.,funda,asking_price,18 januari 2024,2024-01-18T00:00:00+00:00
90000219,526669,€ 526.669 k.k.,funda,asking_price,14 september 2024,2024-09-14T00:00:00+00:00
90000220,444493,€ 444.493 k.k.,funda,asking_price,4 februari 2024,2024-02-04T00:00:00+00:00
90000220,424493,€ 424.493 k.k.,funda,asking_price,5 september 2024,2024-09-05T00:00:00+00:00
90000220,404493,€ 404.493 k.k.,funda,asking_price,7 april 2024,2024-04-07T00:00:00+00:00
90000221,460714,€ 460.714 k.k.,funda,asking_price,8 oktober 2024,2024-10-08T00:00:00+00:00
90000221,420714,€ 420.714 k.k.,funda,asking_price,8 december 2024,2024-12-08T00:00:00+00:00
90000222,624977,€ 624.977 k.k.,funda,asking_price,13 februari 2024,2024-02-13T00:00:00+00:00
90000223,584246,€ 584.246 k.k.,funda,asking_price,28 augustus 2024,2024-08-28T00:00:00+00:00
90000224,538453,€ 538.453 k.k.,funda,asking_price,28 april 2024,2024-04-28T00:00:00+00:00
90000225,562352,€ 562.352 k.k.,funda,asking_price,1 juni 2024,2024-06-01T00:00:00+00:00
90000225,552352,€ 552.352 k.k.,funda,asking_price,19 april 2024,2024-04-19T00:00:00+00:00
90000225,542352,€ 542.352 k.k.,funda,asking_price,25 maart 2024,2024-03-25T00:00:00+00:00
90000226,493038,€ 493.038 k.k.,funda,asking_price,25 juli 2024,2024-07-25T00:00:00+00:00
90000226,463038,€ 463.038 k.k.,funda,asking_price,5 december 2024,2024-12-05T00:00:00+00:00
90000227,425607,€ 425.607 k.k.,funda,asking_price,11 februari 2024,2024-02-11T00:00:00+00:00
90000228,491651,€ 491.651 k.k.,funda,asking_price,18 juni 2024,2024-06-18T00:00:00+00:00
90000228,471651,€ 471.651 k.k.,funda,asking_price,14 juli 2024,2024-07-14T00:00:00+00:00
90000229,622419,€ 622.419 k.k.,funda,asking_price,3 december 2024,2024-12-03T00:00:00+00:00
90000229,602419,€ 602.419 k.k.,funda,asking_price,9 februari 2024,2024-02-09T00:00:00+00:00
90000230,512137,€ 512.137 k.k.,funda,asking_price,1 februari 2024,2024-02-01T00:00:00+00:00
90000230,502137,€ 502.137 k.k.,funda,asking_price,15 mei 2024,2024-05-15T00:00:00+00:00
90000231,489123,€ 489.123 k.k.,funda,asking_price,1 februari 2024,2024-02-01T00:00:00+00:00
90000231,449123,€ 449.123 k.k.,funda,asking_price,12 februari 2024,2024-02-12T00:00:00+00:00
90000232,443235,€ 443.235 k.k.,funda,asking_price,24 februari 2024,2024-02-24T00:00:00+00:00
90000232,403235,€ 403.235 k.k.,funda,asking_price,8 september 2024,2024-09-08T00:00:00+00:00
90000233,498939,€ 498.939 k.k.,funda,asking_price,6 februari 2024,2024-02-06T00:00:00+00:00
90000233,478939,€ 478.939 k.k.,funda,asking_price,9 juli 2024,2024-07-09T00:00:00+00:00
90000234,504642,€ 504.642 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000234,484642,€ 484.642 k.k.,funda,asking_price,10 maart 2024,2024-03-10T00:00:00+00:00
90000234,464642,€ 464.642 k.k.,funda,asking_price,13 januari 2024,2024-01-13T00:00:00+00:00
90000235,535401,€ 535.401 k.k.,funda,asking_price,11 mei 2024,2024-05-11T00:00:00+00:00
90000235,515401,€ 515.401 k.k.,funda,asking_price,23 oktober 2024,2024-10-23T00:00:00+00:00
90000236,516401,€ 516.401 k.k.,funda,asking_price,13 juni 2024,2024-06-13T00:00:00+00:00
90000236,496401,€ 496.401 k.k.,funda,asking_price,27 mei 2024,2024-05-27T00:00:00+00:00
90000236,476401,€ 476.401 k.k.,funda,asking_price,12 juli 2024,2024-07-12T00:00:00+00:00
90000237,487166,€ 487.166 k.k.,funda,asking_price,7 december 2024,2024-12-07T00:00:00+00:00
90000237,457166,€ 457.166 k.k.,funda,asking_price,26 augustus 2024,2024-08-26T00:00:00+00:00
90000237,447166,€ 447.166 k.k.,funda,asking_price,27 mei 2024,2024-05-27T00:00:00+00:00
90000238,576417,€ 576.417 k.k.,funda,asking_price,10 november 2024,2024-11-10T00:00:00+00:00
90000239,459389,€ 459.389 k.k.,funda,asking_price,23 juni 2024,2024-06-23T00:00:00+00:00
90000239,429389,€ 429.389 k.k.,funda,asking_price,20 september 2024,2024-09-20T00:00:00+00:00
90000239,419389,€ 419.389 k.k.,funda,asking_price,3 november 2024,2024-11-03T00:00:00+00:00
90000240,483604,€ 483.604 k.k.,funda,asking_price,26 juni 2024,2024-06-26T00:00:00+00:00
90000240,453604,€ 453.604 k.k.,funda,asking_price,4 juli 2024,2024-07-04T00:00:00+00:00
90000240,443604,€ 443.604 k.k.,funda,asking_price,4 januari 2024,2024-01-04T00:00:00+00:00
90000241,580267,€ 580.267 k.k.,funda,asking_price,12 augustus 2024,2024-08-12T00:00:00+00:00
90000242,439516,€ 439.516 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000243,467139,€ 467.139 k.k.,funda,asking_price,26 augustus 2024,2024-08-26T00:00:00+00:00
90000243,437139,€ 437.139 k.k.,funda,asking_price,17 april 2024,2024-04-17T00:00:00+00:00
90000244,518606,€ 518.606 k.k.,funda,asking_price,2 mei 2024,2024-05-02T00:00:00+00:00
90000245,639728,€ 639.728 k.k.,funda,asking_price,14 september 2024,2024-09-14T00:00:00+00:00
90000245,629728,€ 629.728 k.k.,funda,asking_price,8 augustus 2024,2024-08-08T00:00:00+00:00
90000245,609728,€ 609.728 k.k.,funda,asking_price,21 juli 2024,2024-07-21T00:00:00+00:00
90000246,593301,€ 593.301 k.k.,funda,asking_price,19 augustus 2024,2024-08-19T00:00:00+00:00
90000247,597217,€ 597.217 k.k.,funda,asking_price,4 oktober 2024,2024-10-04T00:00:00+00:00
90000248,615820,€ 615.820 k.k.,funda,asking_price,13 oktober 2024,2024-10-13T00:00:00+00:00
90000248,605820,€ 605.820 k.k.,funda,asking_price,4 oktober 2024,2024-10-04T00:00:00+00:00
90000248,575820,€ 575.820 k.k.,funda,asking_price,12 juni 2024,2024-06-12T00:00:00+00:00
90000249,629875,€ 629.875 k.k.,funda,asking_price,4 juni 2024,2024-06-04T00:00:00+00:00
90000249,619875,€ 619.875 k.k.,funda,asking_price,10 april 2024,2024-04-10T00:00:00+00:00
90000249,609875,€ 609.875 k.k.,funda,asking_price,6 februari 2024,2024-02-06T00:00:00+00:00
90000250,596349,€ 596.349 k.k.,funda,asking_price,21 augustus 2024,2024-08-21T00:00:00+00:00
90000250,576349,€ 576.349 k.k.,funda,asking_price,23 september 2024,2024-09-23T00:00:00+00:00
90000250,556349,€ 556.349 k.k.,funda,asking_price,6 november 2024,2024-11-06T00:00:00+00:00
90000251,422374,€ 422.374 k.k.,funda,asking_price,5 augustus 2024,2024-08-05T00:00:00+00:00
90000251,412374,€ 412.374 k.k.,funda,asking_price,27 april 2024,2024-04-27T00:00:00+00:00
90000252,397252,€ 397.252 k.k.,funda,asking_price,27 december 2024,2024-12-27T00:00:00+00:00
90000252,357252,€ 357.252 k.k.,funda,asking_price,16 augustus 2024,2024-08-16T00:00:00+00:00
90000253,346569,€ 346.569 k.k.,funda,asking_price,10 september 2024,2024-09-10T00:00:00+00:00
90000253,326569,€ 326.569 k.k.,funda,asking_price,25 maart 2024,2024-03-25T00:00:00+00:00
90000254,394107,€ 394.107 k.k.,funda,asking_price,4 oktober 2024,2024-10-04T00:00:00+00:00
90000255,432093,€ 432.093 k.k.,funda,asking_price,4 juli 2024,2024-07-04T00:00:00+00:00
90000255,412093,€ 412.093 k.k.,funda,asking_price,27 december 2024,2024-12-27T00:00:00+00:00
90000255,392093,€ 392.093 k.k.,funda,asking_price,25 november 2024,2024-11-25T00:00:00+00:00
90000256,474100,€ 474.100 k.k.,funda,asking_price,7 april 2024,2024-04-07T00:00:00+00:00
90000256,464100,€ 464.100 k.k.,funda,asking_price,19 december 2024,2024-12-19T00:00:00+00:00
90000257,293511,€ 293.511 k.k.,funda,asking_price,27 april 2024,2024-04-27T00:00:00+00:00
90000258,353684,€ 353.684 k.k.,funda,asking_price,10 december 2024,2024-12-10T00:00:00+00:00
